ID CLIENTE,EDAD,ESTADO CIVIL,TIPO DE TARJETA,"CLASE DE
CLIENTE","UTILIDAD 
PROMEDIO TC",SALDO CANCELADO TC ,"TOTAL DE 
RECLAMOS","INGRESO 
MENSUAL","CUENTA 
SUELDO","CANTIDAD DE PRODUCTO
FINANCIERO DEL BBVA",ANTIGUEDAD,"USO DE BANCA
POR INTERNET","DEUDA TOTAL DE 
TARJETA DECREDITO","LINEA DISPONIBLE DE 
TARJETA DE CREDITO","LINEA TOTAL DE 
TARJETA DE CREDITO"
ID418,45,Divorsiado,Life plata,CLASICO," 2,091 ",72,5," 13,000 ",0,3,6,0, -   ," 70,000 "," 70,000 "
ID419,45,Casado,Life signature,VIP, -   ,37,4," 13,000 ",1,4,0,0, -   ," 75,000 "," 75,000 "
ID420,45,Divorsiado,Plata,VIP, -   ,106,6," 16,000 ",1,2,0,1, -   ," 80,000 "," 80,000 "
ID421,45,Casado,Life signature,VIP," 1,046 ",141,4," 19,000 ",0,4,10,0," 4,000 "," 59,000 "," 63,000 "
ID422,46,Casado,Plata,PREMIUN, -   ,17,5," 15,000 ",0,4,0,0," 3,000 "," 77,000 "," 80,000 "
ID423,39,Soltero,Black,PREMIUN, -   ,120,4," 19,000 ",0,4,4,0, -   ," 22,000 "," 22,000 "
ID424,46,Casado,Black,VIP,-22 ,47,6," 12,000 ",0,3,9,0, -   ," 19,000 "," 19,000 "
ID425,46,Divorsiado,Plata,VIP," 17,918 ",52,4," 17,000 ",0,4,0,0," 33,000 "," 46,000 "," 79,000 "
ID426,46,Casado,Plata,PREMIUN, -   ,64,5," 18,000 ",1,2,0,0," 4,000 "," 95,000 "," 99,000 "
ID427,46,Casado,Oro,PREMIUN," 33,435 ",83,4," 13,000 ",0,2,0,0, -   ," 25,000 "," 25,000 "
ID428,47,Divorsiado,Plata,CLASICO,-31 ,45,7," 14,000 ",0,2,2,0," 20,000 "," 15,000 "," 35,000 "
ID429,47,Casado,Life plata,CLASICO, -   ,69,3," 19,000 ",1,3,4,0," 18,000 "," 21,000 "," 39,000 "
ID430,47,Casado,Plata,PREMIUN, -   ,106,8," 15,000 ",0,3,0,1, -   ," 30,000 "," 30,000 "
ID431,48,Casado,Plata,PREMIUN," 6,188 ",95,4," 15,000 ",1,2,0,1, -   ," 65,000 "," 65,000 "
ID432,48,Divorsiado,Life plata,PREMIUN, -   ,99,6," 17,000 ",1,2,0,1," 4,000 "," 95,000 "," 99,000 "
ID433,49,Soltero,Life plata,CLASICO, -   ,70,7," 17,000 ",0,3,0,0, -   ," 120,000 "," 120,000 "
ID434,49,Soltero,Life signature,VIP, -   ,48,5," 18,000 ",1,3,0,1," 40,000 "," 16,000 "," 56,000 "
ID435,49,Divorsiado,Oro,VIP, -   ,62,3," 12,000 ",1,2,6,0, -   ," 3,000 "," 3,000 "
ID436,49,Casado,Black,PREMIUN," 1,775 ",64,4," 12,000 ",0,3,0,1," 10,000 ", -   ," 10,000 "
ID437,49,Soltero,Life plata,PREMIUN, 246 ,143,8," 18,000 ",0,2,0,1, -   ," 50,000 "," 50,000 "
ID438,49,Casado,Life signature,PREMIUN, -   ,96,6," 19,000 ",1,3,0,0, -   ," 60,000 "," 60,000 "
ID439,49,Casado,Black,CLASICO," 25,202 ",87,5," 12,000 ",0,2,0,1, -   ," 70,000 "," 70,000 "
ID440,50,Casado,Black,VIP," 60,025 ",98,6," 14,000 ",1,4,6,1," 7,000 "," 71,000 "," 78,000 "
ID441,50,Casado,Life plata,CLASICO," 13,928 ",52,1," 19,000 ",1,2,0,0, -   ," 60,000 "," 60,000 "
ID442,50,Casado,Life signature,CLASICO, -   ,67,5," 14,000 ",0,4,6,0, -   ," 100,000 "," 100,000 "
ID443,50,Divorsiado,Life signature,CLASICO, -   ,27,5," 13,000 ",1,3,1,1, -   ," 52,000 "," 52,000 "
ID444,50,Casado,Life plata,PREMIUN," 57,949 ",46,7," 19,000 ",0,4,0,1," 32,000 "," 5,000 "," 37,000 "
ID445,60,Divorsiado,Oro,VIP, -   ,80,4," 19,000 ",0,2,4,1, -   ," 70,000 "," 70,000 "
ID446,53,Casado,Oro,CLASICO, -   ,129,5," 12,000 ",1,4,6,1, -   ," 120,000 "," 120,000 "
ID447,50,Divorsiado,Black,CLASICO, -   ,130,6," 16,000 ",1,2,6,1, -   ," 25,000 "," 25,000 "
ID448,50,Casado,Life signature,VIP, -   ,58,10," 14,000 ",0,3,2,1, -   ," 61,000 "," 61,000 "
ID449,51,Soltero,Black,CLASICO," 3,481 ",68,5," 15,000 ",0,4,8,0, -   ," 19,000 "," 19,000 "
ID450,51,Divorsiado,Black,PREMIUN, -   ,121,5," 16,000 ",0,4,1,1," 7,000 "," 4,000 "," 11,000 "
ID451,51,Soltero,Life signature,PREMIUN, -   ,100,6," 17,000 ",0,4,0,1, -   ," 40,000 "," 40,000 "
ID452,51,Casado,Black,PREMIUN, -   ,27,5," 16,000 ",1,2,10,1, -   ," 80,000 "," 80,000 "
ID453,51,Casado,Oro,CLASICO,-261 ,128,5," 15,000 ",0,3,2,0, -   ," 69,000 "," 69,000 "
ID454,51,Casado,Life signature,VIP, -   ,31,3," 19,000 ",1,2,0,1," 17,000 "," 70,000 "," 87,000 "
ID455,52,Casado,Life signature,PREMIUN, -   ,83,5," 12,000 ",0,3,8,0," 11,000 "," 110,000 "," 121,000 "
ID456,52,Soltero,Black,PREMIUN," 55,649 ",142,7," 13,000 ",1,4,0,1, -   ," 100,000 "," 100,000 "
ID457,42,Casado,Black,PREMIUN," 14,956 ",131,5," 12,000 ",0,4,4,0," 6,000 "," 93,000 "," 99,000 "
ID458,53,Divorsiado,Oro,PREMIUN," 13,422 ",94,4," 19,000 ",1,4,3,0," 2,000 "," 32,000 "," 34,000 "
ID459,53,Divorsiado,Oro,VIP, -   ,88,6," 18,000 ",1,4,0,0, -   ," 120,000 "," 120,000 "
ID460,53,Casado,Life signature,CLASICO," 27,907 ",35,5," 15,000 ",1,3,6,1, -   ," 110,000 "," 110,000 "
ID461,54,Casado,Plata,PREMIUN, -   ,20,8," 17,000 ",1,4,3,1," 7,000 "," 71,000 "," 78,000 "
ID462,54,Casado,Plata,PREMIUN," 11,392 ",130,2," 13,000 ",0,4,0,0, -   ," 57,000 "," 57,000 "
ID463,55,Casado,Life plata,VIP, -   ,71,5," 18,000 ",1,4,0,1," 2,000 "," 27,000 "," 29,000 "
ID464,55,Soltero,Black,PREMIUN, 6 ,145,6," 13,000 ",1,3,4,0, -   ," 9,000 "," 9,000 "
ID465,55,Divorsiado,Life signature,CLASICO," 4,280 ",101,8," 12,000 ",0,4,8,1," 13,000 "," 46,000 "," 59,000 "
ID466,56,Divorsiado,Oro,VIP," 15,217 ",36,8," 14,000 ",1,3,10,1, -   ," 57,000 "," 57,000 "
ID467,56,Divorsiado,Plata,PREMIUN," 55,419 ",24,2," 12,000 ",1,2,1,0," 1,000 "," 7,000 "," 8,000 "
ID468,46,Divorsiado,Life plata,CLASICO," 2,425 ",146,5," 15,000 ",1,3,0,1, -   ," 60,000 "," 60,000 "
ID469,56,Divorsiado,Oro,PREMIUN, 765 ,16,7," 18,000 ",0,2,0,1," 11,000 "," 3,000 "," 14,000 "
ID470,56,Casado,Plata,VIP," 22,335 ",50,6," 16,000 ",1,3,5,0," 5,000 "," 19,000 "," 24,000 "
ID471,56,Casado,Black,VIP, -   ,137,7," 13,000 ",1,2,3,1," 19,000 "," 95,000 "," 114,000 "
ID472,56,Casado,Life plata,VIP, -   ,136,3," 19,000 ",0,2,7,0, -   ," 40,000 "," 40,000 "
ID473,57,Soltero,Black,PREMIUN," 55,649 ",144,4," 15,000 ",1,2,0,1, -   ," 70,000 "," 70,000 "
ID474,57,Soltero,Life plata,CLASICO, 315 ,13,4," 14,000 ",1,2,0,1, -   ," 75,000 "," 75,000 "
ID475,57,Soltero,Life signature,PREMIUN," 10,828 ",70,5," 14,000 ",1,3,0,0, -   ," 70,000 "," 70,000 "
ID476,57,Viudo,Oro,VIP," 12,477 ",125,8," 15,000 ",1,2,0,1, -   ," 69,000 "," 69,000 "
ID477,57,Casado,Life plata,VIP, -   ,42,7," 14,000 ",1,4,6,1," 1,000 "," 5,000 "," 6,000 "
ID478,57,Viudo,Life plata,PREMIUN, 210 ,27,6," 14,000 ",0,4,0,0," 2,000 "," 98,000 "," 100,000 "
ID479,52,Soltero,Black,CLASICO, -   ,138,2," 17,000 ",0,2,7,0," 14,000 "," 80,000 "," 94,000 "
ID480,57,Soltero,Black,VIP, -   ,67,6," 16,000 ",0,4,4,0, -   ," 18,000 "," 18,000 "
ID481,58,Divorsiado,Life plata,VIP," 11,694 ",95,3," 17,000 ",1,2,0,0," 8,000 "," 39,000 "," 47,000 "
ID482,58,Divorsiado,Oro,CLASICO," 6,188 ",61,1," 17,000 ",1,4,9,0," 27,000 "," 23,000 "," 50,000 "
ID483,58,Soltero,Oro,PREMIUN,-74 ,93,3," 13,000 ",1,2,0,0, -   ," 65,000 "," 65,000 "
ID484,58,Divorsiado,Oro,PREMIUN," 30,939 ",134,3," 17,000 ",1,3,0,1," 19,000 "," 75,000 "," 94,000 "
ID485,58,Casado,Black,PREMIUN, -   ,127,5," 15,000 ",1,3,9,1," 3,000 "," 66,000 "," 69,000 "
ID486,58,Divorsiado,Black,CLASICO, 790 ,73,6," 15,000 ",0,3,1,1, -   ," 80,000 "," 80,000 "
ID487,58,Divorsiado,Black,VIP," 2,823 ",42,6," 14,000 ",0,2,0,0, -   ," 70,000 "," 70,000 "
ID488,58,Casado,Plata,PREMIUN," 3,717 ",79,5," 17,000 ",1,4,7,0," 19,000 "," 7,000 "," 26,000 "
ID489,58,Soltero,Oro,PREMIUN," 2,256 ",109,5," 17,000 ",0,4,2,1," 13,000 "," 57,000 "," 70,000 "
ID490,58,Soltero,Life signature,CLASICO," 1,665 ",77,6," 12,000 ",0,2,0,0, -   ," 30,000 "," 30,000 "
ID491,58,Divorsiado,Black,VIP, -   ,92,2," 18,000 ",1,4,0,1, -   ," 76,000 "," 76,000 "
ID492,58,Divorsiado,Plata,VIP, 914 ,28,4," 13,000 ",0,4,1,0, -   ," 15,000 "," 15,000 "
ID493,58,Divorsiado,Oro,CLASICO," 2,823 ",134,6," 19,000 ",1,3,7,1," 4,000 "," 25,000 "," 29,000 "
ID494,58,Casado,Plata,CLASICO," 3,264 ",34,6," 14,000 ",0,2,0,0," 9,000 ", -   ," 9,000 "
ID495,59,Divorsiado,Life signature,CLASICO, 357 ,60,5," 17,000 ",0,4,3,1, -   ," 69,000 "," 69,000 "
ID496,59,Divorsiado,Life plata,CLASICO," 1,806 ",79,4," 13,000 ",1,3,10,1," 9,000 ", -   ," 9,000 "
ID497,59,Soltero,Life plata,PREMIUN,-718 ,107,3," 13,000 ",1,3,6,0, -   ," 70,000 "," 70,000 "
ID498,60,Soltero,Black,VIP," 10,022 ",72,5," 17,000 ",1,3,0,0, -   ," 60,000 "," 60,000 "
ID499,60,Divorsiado,Oro,CLASICO," 21,443 ",127,6," 15,000 ",0,2,0,0," 19,000 "," 140,000 "," 159,000 "
ID500,60,Viudo,Oro,PREMIUN,-556 ,68,2," 17,000 ",0,3,6,0," 35,000 "," 76,000 "," 111,000 "
ID501,65,Soltero,Life signature,VIP," 7,743 ",143,4," 15,000 ",0,4,0,1," 3,000 "," 96,000 "," 99,000 "
ID502,60,Divorsiado,Black,PREMIUN, -   ,63,5," 13,000 ",1,4,0,0," 8,000 "," 6,000 "," 14,000 "
ID503,60,Casado,Black,PREMIUN," 7,454 ",30,5," 12,000 ",0,4,8,1, -   ," 100,000 "," 100,000 "
ID504,60,Soltero,Life plata,CLASICO, -   ,140,6," 13,000 ",0,3,2,1," 1,000 "," 75,000 "," 76,000 "
ID505,61,Divorsiado,Oro,VIP, 701 ,135,3," 18,000 ",0,4,0,0, -   ," 29,000 "," 29,000 "
ID506,62,Soltero,Oro,VIP," 4,481 ",81,6," 16,000 ",0,4,0,0, -   ," 100,000 "," 100,000 "
ID507,62,Casado,Life plata,PREMIUN, -   ,113,4," 19,000 ",0,2,4,0, -   ," 110,000 "," 110,000 "
ID508,62,Soltero,Oro,CLASICO," 3,857 ",116,4," 12,000 ",1,4,0,0, -   ," 40,000 "," 40,000 "
ID509,63,Casado,Life signature,PREMIUN, -   ,74,6," 17,000 ",1,2,9,1, -   ," 40,000 "," 40,000 "
ID510,63,Casado,Oro,PREMIUN," 25,202 ",21,5," 12,000 ",1,4,1,0, -   ," 80,000 "," 80,000 "
ID511,63,Soltero,Oro,VIP," 21,459 ",82,6," 14,000 ",0,4,5,1," 22,000 "," 31,000 "," 53,000 "
ID512,59,Casado,Black,CLASICO, -   ,51,5," 15,000 ",1,4,3,0," 28,000 "," 65,000 "," 93,000 "
ID513,63,Divorsiado,Plata,PREMIUN, -   ,84,6," 13,000 ",1,4,3,1," 5,000 "," 24,000 "," 29,000 "
ID514,63,Divorsiado,Life plata,PREMIUN," 7,363 ",107,5," 13,000 ",1,3,1,0," 2,000 "," 20,000 "," 22,000 "
ID515,63,Soltero,Life plata,PREMIUN," 51,702 ",71,4," 13,000 ",1,3,4,1," 12,000 "," 16,000 "," 28,000 "
ID516,63,Divorsiado,Oro,VIP, -   ,117,7," 16,000 ",1,4,1,0," 15,000 "," 58,000 "," 73,000 "
ID517,63,Casado,Life plata,CLASICO," 26,888 ",148,4," 13,000 ",0,2,6,1, -   ," 4,000 "," 4,000 "
ID518,63,Casado,Life signature,VIP, -   ,98,4," 12,000 ",1,3,0,0," 2,000 "," 7,000 "," 9,000 "
ID519,63,Casado,Oro,VIP, -   ,138,9," 16,000 ",1,4,4,0, -   ," 21,000 "," 21,000 "
ID520,63,Soltero,Oro,CLASICO," 4,765 ",30,1," 18,000 ",0,2,4,0," 13,000 "," 57,000 "," 70,000 "
ID521,64,Divorsiado,Black,PREMIUN," 1,077 ",142,7," 15,000 ",1,2,0,0, -   ," 110,000 "," 110,000 "
ID522,64,Casado,Life plata,CLASICO," 6,717 ",104,6," 12,000 ",1,2,0,1, -   ," 80,000 "," 80,000 "
ID523,39,Casado,Life signature,CLASICO," 5,776 ",19,5," 19,000 ",1,3,3,0, -   ," 110,000 "," 110,000 "
ID524,64,Divorsiado,Oro,CLASICO, -   ,123,3," 18,000 ",0,4,0,0," 3,000 "," 76,000 "," 79,000 "
ID525,65,Divorsiado,Oro,PREMIUN,-101 ,17,2," 19,000 ",0,2,0,0, -   ," 110,000 "," 110,000 "
ID526,65,Soltero,Oro,CLASICO, -   ,52,6," 15,000 ",0,2,3,0, -   ," 56,000 "," 56,000 "
ID527,65,Casado,Life plata,CLASICO," 8,491 ",122,6," 19,000 ",1,3,0,0, -   ," 60,000 "," 60,000 "
ID528,65,Divorsiado,Plata,PREMIUN, -   ,132,3," 19,000 ",0,4,0,1," 18,000 "," 5,000 "," 23,000 "
ID529,65,Casado,Life plata,PREMIUN," 8,897 ",109,2," 13,000 ",1,3,0,0, -   ," 60,000 "," 60,000 "
ID530,44,Casado,Life signature,VIP," 1,269 ",39,6," 14,000 ",0,2,2,1," 14,000 "," 35,000 "," 49,000 "
ID531,27,Soltero,Life plata,VIP," 20,078 ",0,2," 12,000 ",1,2,0,0," 2,000 "," 40,000 "," 42,000 "
ID532,27,Soltero,Life plata,VIP," 23,165 ",0,2," 19,000 ",0,4,0,0, -   ," 65,000 "," 65,000 "
ID533,59,Casado,Black,VIP, -   ,0,2," 17,000 ",1,4,1,0," 17,000 "," 44,000 "," 61,000 "
ID534,59,Divorsiado,Life plata,VIP," 1,269 ",0,2," 15,000 ",1,4,1,0, -   ," 100,000 "," 100,000 "
ID535,32,Casado,Black,PREMIUN," 37,478 ",0,1," 13,000 ",1,4,0,0, -   ," 75,000 "," 75,000 "
ID536,32,Casado,Life signature,PREMIUN, -   ,0,1," 18,000 ",0,4,0,0, -   ," 75,000 "," 75,000 "
ID537,39,Divorsiado,Life signature,PREMIUN," 4,779 ",92,6," 14,000 ",0,2,0,1, -   ," 30,000 "," 30,000 "
ID538,34,Soltero,Oro,VIP, 701 ,0,2," 14,000 ",1,4,0,1," 1,000 "," 4,000 "," 5,000 "
ID539,34,Casado,Plata,VIP," 17,388 ",0,2," 14,000 ",0,3,0,0, -   ," 95,000 "," 95,000 "
ID540,30,Divorsiado,Plata,CLASICO," 26,888 ",3685,0," 12,000 ",0,4,7,1, -   ," 60,000 "," 60,000 "
ID541,30,Casado,Oro,CLASICO, 263 ,2496,0," 19,000 ",1,3,0,0, -   ," 65,000 "," 65,000 "
ID542,35,Casado,Oro,VIP," 52,881 ",475,2," 12,000 ",1,2,10,1, -   ," 52,000 "," 52,000 "
ID543,35,Divorsiado,Plata,VIP," 16,159 ",1082,2," 18,000 ",1,4,3,1," 17,000 "," 44,000 "," 61,000 "
ID544,56,Casado,Black,PREMIUN," 55,241 ",0,1," 17,000 ",0,4,0,0, -   ," 11,000 "," 11,000 "
ID545,56,Divorsiado,Plata,CLASICO, -   ,3902,1," 14,000 ",0,4,1,0, -   ," 75,000 "," 75,000 "
ID546,26,Casado,Oro,CLASICO," 3,717 ",2478,2," 14,000 ",1,4,0,0," 9,000 "," 20,000 "," 29,000 "
ID547,26,Casado,Plata,CLASICO, -   ,992,2," 15,000 ",0,3,6,0," 1,000 "," 4,000 "," 5,000 "
ID548,55,Soltero,Life plata,VIP, -   ,60,1," 13,000 ",1,3,0,0, -   ," 60,000 "," 60,000 "
ID549,55,Casado,Life plata,VIP, 61 ,1528,1," 16,000 ",1,3,0,1, -   ," 9,000 "," 9,000 "
ID550,32,Divorsiado,Black,PREMIUN,-74 ,0,1," 18,000 ",0,3,0,0," 1,000 "," 33,000 "," 34,000 "
ID551,32,Soltero,Oro,PREMIUN," 15,328 ",0,1," 13,000 ",1,4,4,0, -   ," 52,000 "," 52,000 "
ID552,30,Divorsiado,Life plata,VIP, 246 ,3578,3," 16,000 ",1,2,0,0," 47,000 "," 110,000 "," 157,000 "
ID553,30,Soltero,Life plata,VIP, -   ,2059,3," 12,000 ",1,3,0,1, -   ," 11,000 "," 11,000 "
ID554,44,Divorsiado,Life signature,PREMIUN, -   ,0,1," 13,000 ",0,4,5,1," 9,000 ", -   ," 9,000 "
ID555,44,Divorsiado,Life signature,PREMIUN," 1,775 ",0,1," 17,000 ",1,2,0,1," 9,000 "," 20,000 "," 29,000 "
ID556,43,Divorsiado,Plata,PREMIUN, 208 ,0,1," 18,000 ",1,2,8,1, -   ," 110,000 "," 110,000 "
ID557,43,Divorsiado,Life signature,PREMIUN, 328 ,0,1," 15,000 ",1,2,0,1, -   ," 9,000 "," 9,000 "
ID558,55,Soltero,Plata,PREMIUN," 57,949 ",36,1," 19,000 ",1,3,0,1," 2,000 "," 32,000 "," 34,000 "
ID559,42,Soltero,Black,VIP, -   ,0,0," 14,000 ",1,2,0,0, -   ," 23,000 "," 23,000 "
ID560,42,Casado,Life plata,VIP, -   ,0,0," 18,000 ",0,2,4,0," 1,000 "," 33,000 "," 34,000 "
ID561,40,Casado,Oro,PREMIUN," 4,280 ",0,2," 12,000 ",1,4,2,0," 22,000 "," 51,000 "," 73,000 "
ID562,40,Divorsiado,Life signature,PREMIUN," 12,861 ",0,2," 19,000 ",1,3,3,1," 47,000 "," 110,000 "," 157,000 "
ID563,27,Soltero,Life plata,VIP," 3,059 ",0,2," 15,000 ",1,3,1,0, -   ," 70,000 "," 70,000 "
ID564,27,Soltero,Life signature,VIP, -   ,0,2," 19,000 ",1,4,0,1," 9,000 ", -   ," 9,000 "
ID565,24,Casado,Plata,VIP, 117 ,0,3," 12,000 ",1,4,5,1," 8,000 "," 90,000 "," 98,000 "
ID566,24,Divorsiado,Life signature,VIP," 2,849 ",0,3," 13,000 ",1,4,0,0, -   ," 110,000 "," 110,000 "
ID567,29,Casado,Plata,VIP, 743 ,0,2," 18,000 ",0,4,10,1, -   ," 110,000 "," 110,000 "
ID568,29,Divorsiado,Plata,VIP," 4,481 ",0,2," 19,000 ",1,4,7,0, -   ," 23,000 "," 23,000 "
ID569,25,Divorsiado,Life signature,VIP," 17,918 ",0,2," 18,000 ",1,3,4,1, -   ," 70,000 "," 70,000 "
ID570,25,Soltero,Plata,VIP," 20,892 ",0,2," 15,000 ",1,3,0,1," 22,000 "," 51,000 "," 73,000 "
ID571,37,Casado,Oro,VIP, 914 ,0,3," 17,000 ",1,3,6,1, -   ," 19,000 "," 19,000 "
ID572,37,Divorsiado,Life signature,VIP," 37,876 ",0,3," 13,000 ",0,2,4,0, -   ," 70,000 "," 70,000 "
ID573,59,Divorsiado,Oro,VIP, -   ,0,2," 14,000 ",1,2,0,1," 8,000 "," 90,000 "," 98,000 "
ID574,59,Casado,Black,VIP," 6,783 ",0,2," 13,000 ",0,3,4,1, -   ," 40,000 "," 40,000 "
ID575,35,Casado,Life plata,CLASICO, -   ,0,4," 19,000 ",1,3,1,1, -   ," 110,000 "," 110,000 "
ID576,35,Divorsiado,Life signature,CLASICO, -   ,0,4," 15,000 ",1,4,0,0, -   ," 60,000 "," 60,000 "
ID577,24,Soltero,Plata,VIP," 2,731 ",0,1," 18,000 ",1,3,0,0, -   ," 70,000 "," 70,000 "
ID578,24,Casado,Life plata,VIP," 10,866 ",0,1," 15,000 ",1,2,2,0," 13,000 "," 70,000 "," 83,000 "
ID579,63,Soltero,Plata,CLASICO," 33,199 ",110,3," 18,000 ",1,2,2,1," 27,000 "," 2,000 "," 29,000 "
ID580,43,Soltero,Oro,PREMIUN," 1,398 ",90,8," 17,000 ",1,3,6,1, -   ," 80,000 "," 80,000 "
ID581,58,Soltero,Oro,VIP, -   ,0,3," 19,000 ",1,2,0,1, -   ," 99,000 "," 99,000 "
ID582,58,Casado,Plata,VIP," 15,325 ",0,3," 17,000 ",0,4,9,0, -   ," 19,000 "," 19,000 "
ID583,32,Casado,Oro,VIP," 23,499 ",0,1," 16,000 ",1,2,4,0, -   ," 40,000 "," 40,000 "
ID584,32,Divorsiado,Plata,VIP, 349 ,0,1," 19,000 ",1,2,0,1, -   ," 120,000 "," 120,000 "
ID585,29,Soltero,Plata,PREMIUN, 779 ,0,1," 13,000 ",0,4,0,0, -   ," 14,000 "," 14,000 "
ID586,29,Soltero,Life plata,PREMIUN, -   ,0,1," 12,000 ",1,2,0,1, -   ," 60,000 "," 60,000 "
ID587,33,Divorsiado,Oro,PREMIUN, -   ,0,1," 19,000 ",1,3,5,0," 35,000 "," 76,000 "," 111,000 "
ID588,33,Soltero,Oro,PREMIUN, -   ,0,1," 14,000 ",0,2,2,0," 13,000 "," 70,000 "," 83,000 "
ID589,40,Casado,Black,CLASICO," 6,036 ",0,2," 14,000 ",1,4,6,0," 3,000 "," 11,000 "," 14,000 "
ID590,40,Casado,Plata,CLASICO, -   ,0,2," 17,000 ",1,4,0,1, -   ," 99,000 "," 99,000 "
ID591,32,Casado,Life signature,CLASICO, -   ,0,1," 13,000 ",1,2,9,1," 2,000 "," 98,000 "," 100,000 "
ID592,32,Soltero,Life signature,CLASICO, -   ,0,1," 19,000 ",1,4,5,1, -   ," 120,000 "," 120,000 "
ID593,44,Casado,Plata,VIP,-246 ,0,2," 14,000 ",1,4,0,0," 2,000 "," 139,000 "," 141,000 "
ID594,44,Soltero,Life plata,VIP, -   ,0,2," 17,000 ",1,3,0,1, -   ," 14,000 "," 14,000 "
ID595,41,Divorsiado,Plata,CLASICO, -   ,0,2," 18,000 ",0,2,0,0, -   ," 66,000 "," 66,000 "
ID596,41,Divorsiado,Black,CLASICO, -   ,0,2," 13,000 ",1,2,4,0," 35,000 "," 76,000 "," 111,000 "
ID597,24,Divorsiado,Life plata,VIP," 10,202 ",0,2," 17,000 ",1,4,1,0," 37,000 "," 89,000 "," 126,000 "
ID598,24,Casado,Plata,VIP," 3,408 ",0,2," 16,000 ",0,4,7,0," 3,000 "," 11,000 "," 14,000 "
ID599,26,Casado,Plata,VIP, 315 ,0,2," 14,000 ",0,4,6,0, -   ," 97,000 "," 97,000 "
ID600,26,Casado,Life plata,VIP, -   ,0,2," 17,000 ",1,4,0,0," 2,000 "," 98,000 "," 100,000 "
ID601,61,Divorsiado,Life signature,CLASICO," 8,491 ",36,1," 17,000 ",1,3,0,1, -   ," 6,000 "," 6,000 "
ID602,36,Casado,Life plata,PREMIUN, -   ,0,2," 17,000 ",1,3,1,1, -   ," 50,000 "," 50,000 "
ID603,36,Casado,Plata,PREMIUN," 3,187 ",0,2," 15,000 ",1,4,0,1," 2,000 "," 139,000 "," 141,000 "
ID604,60,Soltero,Oro,VIP, -   ,0,3," 18,000 ",0,2,10,1," 3,000 "," 8,000 "," 11,000 "
ID605,60,Divorsiado,Life signature,VIP," 24,923 ",0,3," 12,000 ",1,4,3,0, -   ," 66,000 "," 66,000 "
ID606,24,Casado,Black,PREMIUN, -   ,0,1," 17,000 ",1,3,0,0, -   ," 18,000 "," 18,000 "
ID607,24,Divorsiado,Life signature,PREMIUN, -   ,0,1," 16,000 ",0,3,2,1," 37,000 "," 89,000 "," 126,000 "
ID608,53,Soltero,Oro,CLASICO," 23,165 ",0,2," 19,000 ",0,3,0,1, -   ," 97,000 "," 97,000 "
ID609,53,Divorsiado,Life signature,CLASICO," 2,088 ",0,2," 19,000 ",0,3,0,0," 20,000 "," 15,000 "," 35,000 "
ID610,46,Casado,Life plata,CLASICO, -   ,0,2," 19,000 ",1,2,10,0, -   ," 50,000 "," 50,000 "
ID611,46,Soltero,Life signature,CLASICO, -   ,0,2," 12,000 ",1,2,2,0," 8,000 "," 6,000 "," 14,000 "
ID612,29,Casado,Plata,VIP, 6 ,0,0," 18,000 ",0,4,0,0, -   ," 29,000 "," 29,000 "
ID613,29,Casado,Life plata,VIP," 37,478 ",0,0," 15,000 ",1,2,0,1," 2,000 "," 20,000 "," 22,000 "
ID614,60,Divorsiado,Oro,VIP, -   ,0,1," 14,000 ",0,3,0,0, -   ," 13,000 "," 13,000 "
ID615,60,Divorsiado,Life plata,VIP, 701 ,0,1," 13,000 ",1,4,8,0, -   ," 60,000 "," 60,000 "
ID616,30,Soltero,Life signature,VIP, 3 ,0,2," 15,000 ",1,3,4,0," 9,000 ", -   ," 9,000 "
ID617,30,Divorsiado,Life signature,VIP," 26,888 ",0,2," 14,000 ",1,2,0,0," 3,000 "," 8,000 "," 11,000 "
ID618,42,Divorsiado,Plata,PREMIUN," 3,264 ",0,2," 16,000 ",1,2,0,1, -   ," 3,000 "," 3,000 "
ID619,42,Soltero,Life signature,PREMIUN," 52,881 ",0,2," 19,000 ",1,3,2,0, -   ," 18,000 "," 18,000 "
ID620,24,Divorsiado,Black,PREMIUN," 55,241 ",0,1," 15,000 ",0,2,0,1," 20,000 "," 15,000 "," 35,000 "
ID621,24,Soltero,Black,CLASICO," 5,776 ",0,1," 19,000 ",0,4,4,1," 5,000 "," 12,000 "," 17,000 "
ID622,54,Casado,Life signature,CLASICO, -   ,75,8," 17,000 ",1,3,8,1, -   ," 110,000 "," 110,000 "
ID623,27,Casado,Oro,CLASICO," 9,901 ",2537,2," 17,000 ",1,3,10,1, -   ," 6,000 "," 6,000 "
ID624,27,Soltero,Oro,CLASICO," 3,717 ",3633,2," 12,000 ",1,3,4,1," 8,000 "," 6,000 "," 14,000 "
ID625,26,Divorsiado,Plata,PREMIUN, -   ,0,2," 15,000 ",0,3,3,0, -   ," 40,000 "," 40,000 "
ID626,26,Casado,Oro,PREMIUN, 61 ,0,2," 18,000 ",0,2,0,0, -   ," 29,000 "," 29,000 "
ID627,25,Divorsiado,Oro,PREMIUN,-718 ,0,3," 18,000 ",1,4,0,1," 8,000 "," 37,000 "," 45,000 "
ID628,25,Divorsiado,Plata,PREMIUN,-74 ,0,3," 18,000 ",1,3,0,0, -   ," 13,000 "," 13,000 "
